popularity,budget,revenue,title,cast,director,keywords,runtime,genres,production_companies,month,vote_count,vote_average,year
1.926739,5000000,58978653,The Gift,Jason Bateman|Rebecca Hall|Joel Edgerton|David Denman|Beau Knapp,Joel Edgerton,detective|stalker|gift|bully|psychological thriller,108,Thriller|Mystery,Blumhouse Productions|Blue-Tongue Films|STX Entertainment|Ahimsa Films,7,631,6.6,2015
1.904898,50000000,240360392,Daddy's Home,Will Ferrell|Mark Wahlberg|Linda Cardellini|Thomas Haden Church|Hannibal Buress,Sean Anders,daddys home,96,Comedy,Paramount Pictures|Gary Sanchez Productions|Good Universe|Red Granite Pictures,12,568,5.7,2015
1.876037,0,0,Mythica: The Necromancer,Melanie Stone|Adam Johnson|Kevin Sorbo|Nicola Posener|Jake Stormoen,A. Todd Smith,sword|magic|sorcery|necromancer,0,Fantasy|Action|Adventure,Arrowstorm Entertainment|Camera 40 Productions|Bellpond Films,12,11,5.4,2015
1.872696,10000000,0,Vice,Ambyr Childers|Thomas Jane|Bryan Greenberg|Bruce Willis|Johnathon Schaech,Brian A Miller,artificial intelligence|android|self-awareness|mercenary|virtual reality,96,Thriller|Science Fiction|Action|Adventure,Grindstone Entertainment Group|K5 International|Emmett/Furla Films|Aperture Entertainment,1,181,4.1,2015
1.865007,64000000,97571250,The Little Prince,Jeff Bridges|Rachel McAdams|Paul Rudd|Marion Cotillard|James Franco,Mark Osborne,philosophy|utopia|airplane|adventure|dystopia,92,Adventure|Animation|Fantasy,Onyx Films|Orange Studios|CityMation|On Entertainment|Zippcast Films,7,423,7.5,2015
1.841779,0,233755553,Alvin and the Chipmunks: The Road Chip,Jason Lee|Justin Long|Bella Thorne|Matthew Gray Gubler|Jesse McCartney,Walt Becker,chipmunk|cgi|talking animal|aftercreditsstinger|duringcreditsstinger,92,Adventure|Animation|Comedy|Family,Regency Enterprises|Fox 2000 Pictures|Sunswept Entertainment|Bagdasarian Productions|TSG Entertainment,12,278,5.7,2015
1.82313,11930000,18340000,The Dressmaker,Kate Winslet|Liam Hemsworth|Caroline Goodall|Judy Davis|Hayley Magnus,Jocelyn Moorhouse,based on novel|australia|dressmaker|hometown|woman director,118,Drama,Amazon Studios|Film Art Media|Apollo Media,10,197,6.9,2015
1.758618,8500000,43528634,The DUFF,Mae Whitman|Robbie Amell|Bella Thorne|Bianca A. Santos|Skyler Samuels,Ari Sandel,high school|teenager|popularity|high school senior|teen comedy,100,Romance|Comedy,Wonderland Sound and Vision|CBS Films|Vast Entertainment,2,753,6.8,2015
1.742286,10000000,52882018,Sinister 2,Shannyn Sossamon|James Ransone|Tate Ellington|Nicholas King|Lucas Jade Zumann,Ciaran Foy,haunted house|sequel|twins,97,Horror,Alliance Films|Blumhouse Productions|IM Global|Automatik Entertainment|Entertainment One,8,331,5.5,2015
1.73518,30000000,107597242,Paul Blart: Mall Cop 2,Kevin James|Raini Rodriguez|Eduardo VerÃ¡stegui|Daniella Alonso|Neal McDonough,Andy Fickman,shopping mall|las vegas nevada|security guard,94,Action|Adventure|Comedy|Family,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Sony Pictures Home Entertainment|Sony Pictures Entertainment (SPE),4,422,5.3,2015
1.7247119999999898,0,0,Frozen Fever,Kristen Bell|Idina Menzel|Jonathan Groff|Josh Gad|Chris Williams,Chris Buck|Jennifer Lee,sister sister relationship|birthday|song|birthday party|flu,8,Adventure|Animation|Family,Walt Disney Pictures|Walt Disney Animation Studios,3,475,7.0,2015
1.661789,0,0,High-Rise,Tom Hiddleston|Sienna Miller|Jeremy Irons|Luke Evans|Elisabeth Moss,Ben Wheatley,skyscraper|high rise,119,Action|Drama|Science Fiction,Ingenious Media|HanWay Films|Scope Pictures|Recorded Picture Company (RPC)|Northern Ireland Screen,9,161,5.4,2015
1.6510779999999898,4000000,50163103,The Boy Next Door,Jennifer Lopez|Ryan Guzman|Ian Nelson|John Corbett|Kristin Chenoweth,Rob Cohen,male nudity|female nudity|sex|adultery|infidelity,91,Thriller,Universal Pictures|Nuyorican Productions|Blumhouse Productions|Smart Entertainment,1,810,3.9,2015
1.646664,0,0,Spooks: The Greater Good,Peter Firth|Kit Harington|Jennifer Ehle|Lara Pulver|Elyes Gabel,Bharat Nalluri,corruption|terrorist|explosive|police|kidnapping,104,Thriller|Action,BBC Films|Isle of Man Film|Shine Pictures|Kudos Film and Television|Pinewood Pictures,4,114,5.6,2015
1.532997,30000000,49263404,Entourage,Jeremy Piven|Adrian Grenier|Jerry Ferrara|Kevin Connolly|Kevin Dillon,Doug Ellin,friendship|hollywood|movie star|entourage,104,Comedy,Warner Bros.|Closest to the Hole Productions,6,364,6.2,2015
1.510096,23000000,79799880,The Wedding Ringer,Kevin Hart|Josh Gad|Kaley Cuoco|Affion Crockett|Jorge Garcia,Jeremy Garelick,male friendship|impersonator|wedding|lying|best man,101,Comedy,Miramax Films|Screen Gems|LStar Capital,1,446,6.5,2015
1.499614,15000000,14860766,Scouts Guide to the Zombie Apocalypse,Tye Sheridan|Logan Miller|Joey Morgan|Sarah Dumont|David Koechner,Christopher B. Landon,female nudity|shotgun|nudity|strip club|party,93,Comedy|Horror,Paramount Pictures|Oops Doughnuts Productions|Broken Road Productions|Brucks Entertainment,10,288,6.2,2015
1.495112,5000000,98450062,The Visit,Olivia DeJonge|Ed Oxenbould|Kathryn Hahn|Benjamin Kanes|Deanna Dunagan,M. Night Shyamalan,rap|pennsylvania|brother sister relationship|farm|grandparents,94,Horror|Thriller,Blumhouse Productions|Blinding Edge Pictures,9,729,5.9,2015
1.48324599999999,53000000,99775678,Black Mass,Johnny Depp|Joel Edgerton|Benedict Cumberbatch|Dakota Johnson|Kevin Bacon,Scott Cooper,boston|based on true story|organized crime,122,Crime|Drama,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment,9,848,6.3,2015
1.449072,8900000,50136,Heist,Jeffrey Dean Morgan|Robert De Niro|Kate Bosworth|Dave Bautista|Gina Carano,Scott Mann,casino|robbery|bus hijacking|heist,93,Crime|Action|Thriller,Emmett/Furla Films|Silver Plane Films|Mass Hysteria Entertainment|Tri Vision Pictures,11,233,5.4,2015
1.448002,15000000,61548707,Krampus,Adam Scott|Toni Collette|Allison Tolman|David Koechner|Emjay Anthony,Michael Dougherty,fire|winter|santa claus|snow storm|christmas tree,98,Horror|Comedy|Fantasy,Universal Pictures|Legendary Pictures,11,342,5.9,2015
1.443406,20000000,208588,Dark Places,Charlize Theron|Nicholas Hoult|Christina Hendricks|ChloÃ« Grace Moretz|Tye Sheridan,Gilles Paquet-Brenner,prison|based on novel|brother sister relationship|satanism|witness,113,Drama|Mystery|Thriller,Denver and Delilah Productions|Mandalay Vision|Exclusive Media Group|Hugo Productions|Cuatro Plus Films,3,322,5.7,2015
1.41239,5000000,54418872,No Escape,Owen Wilson|Lake Bell|Pierce Brosnan|Sterling Jerins|Spencer Garrett,John Erick Dowdle,coup|american|family|foreign,103,Action|Thriller,Bold Films|Living Films|Brothers Dowdle Productions,8,519,6.7,2015
1.40805,700000,17986781,Dope,Shameik Moore|Kiersey Clemons|Tony Revolori|ZoÃ« Kravitz|Chanel Iman,Rick Famuyiwa,california|hip-hop|harvard university|geek|coming of age,103,Crime|Drama|Comedy,Forest Whitaker's Significant Productions|Revolt Films|IamOTHER Entertainment,6,448,7.3,2015
1.388251,28000000,28208085,American Ultra,Jesse Eisenberg|Kristen Stewart|Topher Grace|Connie Britton|Walton Goggins,Nima Nourizadeh,memory loss|stoner|black ops,96,Comedy|Action,Concorde Filmverleih|Likely Story|FilmNation Entertainment|Circle of Confusion|The Bridge Finance Company,8,695,5.9,2015
1.388032,11000000,61619773,Woman in Gold,Helen Mirren|Ryan Reynolds|Tatiana Maslany|Katie Holmes|Max Irons,Simon Curtis,nazis|art|stolen painting,120,Drama,BBC Films|Origin Pictures,4,277,7.3,2015
1.38032,0,0,The Scorpion King: The Lost Throne,Victor Webster|Ellen Hollman|Barry Bostwick|Will Kemp|M. Emmet Walsh,Mike Elliott,magic|fantasy|steampunk|dragon,105,Action|Fantasy|Adventure,Universal Pictures,1,22,4.5,2015
1.376605,30000000,105011053,Sisters,Tina Fey|Amy Poehler|John Leguizamo|Ike Barinholtz|Maya Rudolph,Jason Moore,sister sister relationship|childhood home,118,Comedy,Little Stranger,12,399,5.9,2015
1.360926,12000000,32248241,Project Almanac,Jonny Weston|Virginia Gardner|Sofia Black-D'Elia|Sam Lerner|Allen Evangelista,Dean Israelite,time travel|time machine|teenager|found footage,106,Science Fiction|Thriller,Paramount Pictures|MTV Films|Platinum Dunes|Insurge Pictures,1,637,6.3,2015
1.360827,0,5189646,Absolutely Anything,Simon Pegg|Kate Beckinsale|Rob Riggle|Sanjeev Bhaskar|Joanna Lumley,Terry Jones,london|alien|teacher|talking animal|super powers,85,Comedy|Science Fiction,Premiere Picture|Bill and Ben Productions|GFM films,6,199,5.8,2015
1.355822,25000000,72629670,The Transporter Refueled,Ed Skrein|Ray Stevenson|Loan Chabanol|Gabriella Wright|Tatjana PajkoviÄ‡,Camille Delamarre,transporter|sequel|suspense|car|bank heist,96,Thriller|Action|Crime,EuropaCorp,9,407,5.3,2015
1.345982,55000000,74679822,Crimson Peak,Mia Wasikowska|Jessica Chastain|Tom Hiddleston|Charlie Hunnam|Jim Beaver,Guillermo del Toro,haunted house|mining|murder|spitting blood|gothic,119,Mystery|Thriller|Fantasy|Horror|Drama,Legendary Pictures,10,819,6.4,2015
1.342839,0,0,Everly,Salma Hayek|Hiroyuki Watanabe|Jennifer Blanc|Togo Igawa|Caroline Chikezie,Joe Lynch,assassin|mob boss,90,Thriller|Action,"Crime Scene Pictures|Radius-TWC|Anonymous Content|Vega, Baby!",1,169,5.1,2015
1.338481,14800000,122413057,Magic Mike XXL,Channing Tatum|Matt Bomer|Joe Manganiello|Kevin Nash|Adam RodrÃ­guez,Gregory Jacobs,male friendship|strip club|road trip|strip tease|strip,115,Comedy|Drama|Music,Warner Bros.|Iron Horse Entertainment (II),7,501,6.3,2015
1.338322,10000000,78099553,Paranormal Activity: The Ghost Dimension,Chris J. Murray|Brit Shaw|Ivy George|Lauren Frandsen|Tyler Craig,Gregory Plotkin,terror|supernatural|sequel|demon|found footage,88,Horror|Thriller,Paramount Pictures|Blumhouse Productions,10,267,5.0,2015
1.329702,0,229094,Slow West,Michael Fassbender|Kodi Smit-McPhee|Ben Mendelsohn|Caren Pistorius|Rory McCann,John Maclean,fire|bounty hunter|shotgun|horseback riding|horse,84,Romance|Thriller|Western,The New Zealand Film Commission|Film4|See Saw Films|DMC Films,4,229,6.6,2015
1.316239,15000000,8235661,Trumbo,Bryan Cranston|Diane Lane|Helen Mirren|Elle Fanning|Louis C.K.,Jay Roach,screenwriter|communist|biography|film history|hollywood,124,Drama,Groundswell Productions|Inimitable Pictures|ShivHans Pictures,10,273,7.2,2015
1.315266,19500000,32189727,Secret in Their Eyes,Chiwetel Ejiofor|Nicole Kidman|Julia Roberts|Dean Norris|Lyndon Smith,Billy Ray,fbi|missing child,111,Crime|Drama|Mystery,Ingenious Media|Gran Via Productions|IM Global|Route One Films,10,202,6.2,2015
1.29314,0,2500431,Mistress America,Greta Gerwig|Lola Kirke|Charlie Gillette|Dean Wareham|Heather Lind,Noah Baumbach,comedy,84,Comedy,RT Features,8,132,6.4,2015
1.291013,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,Tom Kenny|Bill Fagerbakke|Rodger Bumpass|Clancy Brown|Carolyn Lawrence,Paul Tibbitt,ocean|sea|star|water|comedy,93,Family|Animation,Paramount Pictures|Nickelodeon Movies|Nickelodeon Animation Studios|United Plankton Pictures|Disruption Entertainment,2,533,5.7,2015
1.278928,20000000,43967255,Max,Thomas Haden Church|Josh Wiggins|Lauren Graham|Robbie Amell|Mia Xitlali,Boaz Yakin,afghanistan|war|based on true story|rescue|betrayal,111,Adventure|Drama|Family,Sunswept Entertainment|Warner Bros.|Metro-Goldwyn-Mayer (MGM),6,214,7.0,2015
1.25358,0,59700000,Shaun the Sheep Movie,Justin Fletcher|Omid Djalili|Richard Webber|Kate Harbour|Tim Hands,Mark Burton|Richard Starzack,countryside|sheep|based on tv series|memory loss|hospital,85,Family|Animation|Comedy|Adventure,Aardman Animations|Studio Canal|Anton Capital Entertainment (ACE),2,340,6.9,2015
1.251681,11000000,0,Louder Than Bombs,Gabriel Byrne|Isabelle Huppert|Jesse Eisenberg|Devin Druid|Amy Ryan,Joachim Trier,usa|brother brother relationship|father-son relationship|car accident|death of mother,109,Drama,Motlys|Arte France CinÃ©ma|Animal Kingdom,5,43,6.3,2015
1.245224,0,1702433,A Perfect Day,Olga Kurylenko|Benicio del Toro|Tim Robbins|MÃ©lanie Thierry|Fedja Stukan,Fernando LeÃ³n de Aranoa,road movie,106,Comedy|Drama,Reposado Producciones|TelevisiÃ³n EspaÃ±ola (TVE)|Mediapro,8,102,6.3,2015
1.225325,40000000,10664749,The Gunman,Sean Penn|Jasmine Trinca|Javier Bardem|Ray Winstone|Mark Rylance,Pierre Morel,assassin|hitman,115,Action|Drama|Crime,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),2,283,5.6,2015
1.191138,1000000,62882090,Unfriended,Shelley Hennig|Moses Jacob Storm|Renee Olstead|William Peltz|Jacob Wysocki,Levan Gabriadze,computer|bullying|revenge|internet|violence,82,Horror|Thriller,Bazelevs Production|Blumhouse Productions,4,643,5.6,2015
1.178831,35000000,51680201,Hot Pursuit,Reese Witherspoon|SofÃ­a Vergara|Michael Mosley|John Carroll Lynch|Richard T. Jones,Anne Fletcher,texas|prisoner|cop|drug cartel|on the run,87,Action|Crime|Comedy,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Pacific Standard,5,472,5.5,2015
1.164724,10000000,104303851,Insidious: Chapter 3,Dermot Mulroney|Stefanie Scott|Lin Shaye|Leigh Whannell|Angus Sampson,Leigh Whannell,sequel,97,Drama|Horror|Thriller,Sony Pictures,6,610,6.3,2015
1.161812,0,118483,Z for Zachariah,Margot Robbie|Chiwetel Ejiofor|Chris Pine,Craig Zobel,love triangle|based on novel|jealousy|radiation|tractor,97,Drama|Science Fiction|Thriller,Palomar Pictures|Lucky Hat Entertainment|Silver Reel|Material Pictures|Zik Zak Kvikmyndir,8,181,5.5,2015
1.144808,0,0,Dragonheart 3: The Sorcerer's Curse,Julian Morris|Tamzin Merchant|Jassa Ahluwalia|Ben Kingsley|Jonjo O'Neill,Colin Teague,magic|wall|druid|knight|dragon,97,Action|Adventure|Fantasy,Raffaella Productions,2,59,4.5,2015
1.142518,6000000,41387687,The Lady in the Van,Maggie Smith|Alex Jennings|Frances de la Tour|Gwen Taylor|Dominic Cooper,Nicholas Hytner,based on novel|biography|based on true story,104,Comedy|Drama,BBC Films|TriStar Productions,11,135,5.9,2015
1.138395,40000000,34227298,Victor Frankenstein,James McAvoy|Daniel Radcliffe|Jessica Brown Findlay|Andrew Scott|Charles Dance,Paul McGuigan,london|frankenstein|human experiment|reanimated corpse|frankenstein's monster,109,Drama|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Moving Picture Company (MPC)|TSG Entertainment,11,408,5.5,2015
1.128081,0,0,Brothers of the Wind,Manuel Camacho|Jean Reno|Tobias Moretti|Eva Kuen,Gerado Olivares|Otmar Penker,eagle|learning to fly|eagle's feather|father son conflict|bird's nest,98,Adventure|Drama|Family,Terra Mater Factual Studios,12,11,7.5,2015
1.125239,8000000,3759286,Anomalisa,Jennifer Jason Leigh|David Thewlis|Tom Noonan,Duke Johnson|Charlie Kaufman,sex|depression|existentialism,90,Animation|Comedy|Drama|Romance,Starburns Industries,12,259,6.7,2015
1.073349,1800000,0,Bone Tomahawk,Kurt Russell|Richard Jenkins|Matthew Fox|Lili Simmons|Sean Young,S. Craig Zahler,poison|prisoner|murder|rifle|gore,132,Horror|Western|Adventure|Drama,Caliber Media Company|The Fyzz Facility|Realbuilder Productions,10,220,6.3,2015
1.065888,0,17671101,Regression,Ethan Hawke|Emma Watson|Aaron Ashmore|Devon Bostick|David Thewlis,Alejandro AmenÃ¡bar,investigation|memory loss,106,Horror|Mystery|Thriller,The Weinstein Company|HimenÃ³ptero|First Generation Films|Mod Producciones|FilmNation Entertainment,10,310,5.2,2015
1.063055,0,0,Pawn Sacrifice,Tobey Maguire|Lily Rabe|Peter Sarsgaard|Liev Schreiber|Sophie NÃ©lisse,Edward Zwick,chess|cold war|russia|biography|victory,114,Drama,Material Pictures|MICA Entertainment|PalmStar Media|Gail Katz Productions,9,148,6.6,2015
1.046518,0,11472454,The Man Who Knew Infinity,Jeremy Irons|Dev Patel|Toby Jones|Stephen Fry|Jeremy Northam,Matt Brown,england|indian|mathematician|biography|cambridge,108,Drama,Animus Films|Edward R. Pressman Film|Kreo Films FZ|Xeitgeist Entertainment Group|American Entertainment Investors,9,104,7.1,2015
1.03839,2000000,1477002,The Diary of a Teenage Girl,Bel Powley|Kristen Wiig|Alexander SkarsgÃ¥rd|Christopher Meloni|Margarita Levieva,Marielle Heller,1970s|teenage girl|older man younger woman relationship|based on graphic novel|teenage sexuality,102,Drama|Romance,Caviar Films|Cold Iron Pictures|Archer Gray,8,186,6.8,2015
1.036825,0,0,Pay the Ghost,Nicolas Cage|Sarah Wayne Callies|Veronica Ferres|Lyriq Bent|Lauren Beatty,Uli Edel,halloween|police|revenge|burned alive|children,94,Horror|Thriller,Voltage Films|Midnight Kitchen Productions,9,114,5.3,2015
1.02762,0,0,The Voices,Ryan Reynolds|Gemma Arterton|Anna Kendrick|Jacki Weaver|Ella Smith,Marjane Satrapi,violence|psychiatrist|dark|evil|woman director,101,Horror|Thriller|Comedy|Crime,Studio Babelsberg|Mandalay Vision|1984 Private Defense Contractors,2,371,6.0,2015
1.021441,0,3643591,Last Knights,Clive Owen|Morgan Freeman|Aksel Hennie|Shohreh Aghdashloo|James Babson,Kazuaki Kiriya,loyalty|emperor|castle|sword fight|revenge,115,Action|Adventure,Czech Anglo Productions|Luka Productions,4,237,6.3,2015
0.973316,15000000,0,Queen of the Desert,Nicole Kidman|James Franco|Robert Pattinson|Damian Lewis|Jenny Agutter,Werner Herzog,middle east|persia|adventurer,128,Drama|History,Benaroya Pictures|H Films|Raslan Company of America,9,30,6.0,2015
0.956096,18000000,41325328,Ricki and the Flash,Meryl Streep|Kevin Kline|Mamie Gummer|Sebastian Stan|Audra McDonald,Jonathan Demme,homophobia|rock star|aging|family relationships|divorce,100,Comedy|Drama|Music,Columbia TriStar|Clinica Estetico|LStar Capital,7,152,5.5,2015
0.953647,0,0,Miss You Already,Drew Barrymore|Toni Collette|Dominic Cooper|Jacqueline Bisset|Paddy Considine,Catherine Hardwicke,female friendship|music|friendship|love|cancer,112,Comedy|Drama|Romance,S Films|New Sparta Films,9,139,7.2,2015
0.953046,630019,0,Kung Fury,David Sandberg|Jorma Taccone|Leopold Nilsson|Andreas Cahling|Helene Ahlson,David Sandberg,video game|martial arts|kung fu|hacker|nazis,31,Action|Comedy|Science Fiction|Fantasy,Laser Unicorns,5,487,7.7,2015
0.938432,0,1936524,A Bigger Splash,Tilda Swinton|Matthias Schoenaerts|Ralph Fiennes|Dakota Johnson|Aurore ClÃ©ment,Luca Guadagnino,italy|fish|rock star|vacation|rock concert,120,Crime|Drama|Mystery|Thriller,StudioCanal|Ministero per i Beni e le AttivitÃ  Culturali (MiBAC)|Frenesy Film Company|Sensi Contemporanei Cinema e Audiovisivo|Cota Film,11,69,5.8,2015
0.93762,10000000,7587485,While We're Young,Ben Stiller|Naomi Watts|Adam Driver|Amanda Seyfried|Charles Grodin,Noah Baumbach,marriage|middle age,97,Drama|Comedy,Scott Rudin Productions|A24,3,265,5.9,2015
0.927339,40000000,106511453,Get Hard,Will Ferrell|Kevin Hart|Alison Brie|Craig T. Nelson|T.I.,Etan Cohen,prison|training|framed|embezzlement,100,Comedy,Gary Sanchez Productions|Warner Bros.,3,661,5.9,2015
0.913085,60000000,0,The Ridiculous 6,Adam Sandler|Taylor Lautner|Steve Buscemi|Terry Crews|Danny Trejo,Frank Coraci,wild west,119,Comedy|Western,Happy Madison Productions,12,252,4.8,2015
0.90686,0,0,Kill Me Three Times,Teresa Palmer|Simon Pegg|Luke Hemsworth|Sullivan Stapleton|Alice Braga,Kriv Stenders,assassin|dark comedy,90,Comedy|Thriller,Parabolic Pictures|Stable Way Entertainment|Cargo Films|Media House Capital,4,96,5.1,2015
0.906036,25000000,24902723,The 33,Antonio Banderas|Rodrigo Santoro|Juliette Binoche|James Brolin|Lou Diamond Phillips,Patricia Riggen,mining|chile|based on true story|survival|woman director,120,History|Drama,Alcon Entertainment|Phoenix Pictures|Fabula|Half Circle,8,262,5.8,2015
0.898295999999999,14000000,16002420,Suffragette,Carey Mulligan|Helena Bonham Carter|Meryl Streep|Ben Whishaw|Brendan Gleeson,Sarah Gavron,london|biography|feminist|period drama|woman director,106,Drama|History,Ruby Films|PathÃ©|Film4,10,231,7.1,2015
